index,per1,per2,per3,per4,per5
127179,1.0,1.0,1.0,1.0,0
127180,1.0,1.0,0.5,0.5,0
127181,1.0,0.5,1.0,0.5,0
127182,1.0,1.0,1.0,1.0,0
127183,1.0,1.0,1.0,1.0,0
127184,1.0,1.0,1.0,1.0,0
127185,1.0,1.0,1.0,1.0,0
127186,1.0,1.0,1.0,1.0,0
127187,1.0,1.0,1.0,1.0,0
127188,1.0,1.0,1.0,1.0,0
127189,1.0,1.0,1.0,1.0,0
127190,1.0,1.0,1.0,1.0,0
127191,1.0,1.0,1.0,1.0,0
127192,1.0,1.0,1.0,1.0,0
127193,1.0,1.0,1.0,1.0,0
127194,1.0,1.0,1.0,1.0,0
127195,1.0,1.0,1.0,1.0,0
127196,1.0,1.0,1.0,1.0,0
127197,1.0,1.0,1.0,1.0,0
127198,1.0,1.0,1.0,1.0,0
127199,1.0,1.0,1.0,1.0,0
127200,1.0,1.0,1.0,1.0,0
127201,1.0,1.0,1.0,1.0,0
127202,1.0,1.0,1.0,1.0,0
127203,1.0,1.0,1.0,1.0,0
127204,1.0,1.0,1.0,1.0,0
127205,1.0,1.0,1.0,1.0,0
127206,1.0,1.0,0.67,0.67,0
127207,1.0,1.0,1.0,1.0,0
127208,1.0,1.0,1.0,1.0,0
127209,1.0,1.0,1.0,1.0,0
127210,1.0,1.0,1.0,1.0,0
127211,1.0,1.0,1.0,1.0,0
127212,1.0,1.0,1.0,1.0,0
127213,0.67,1.0,1.0,1.0,0
127214,1.0,1.0,1.0,1.0,0
127215,1.0,1.0,1.0,1.0,0
127216,1.0,1.0,1.0,1.0,0
127217,1.0,1.0,1.0,1.0,0
127218,1.0,1.0,1.0,1.0,0
127219,1.0,1.0,1.0,1.0,0
127220,1.0,1.0,1.0,1.0,0
127221,1.0,1.0,1.0,1.0,0
127222,1.0,1.0,1.0,1.0,0
127223,1.0,1.0,1.0,1.0,0
127224,1.0,0.5,0.5,0.5,0
127225,1.0,1.0,1.0,1.0,0
127226,1.0,1.0,1.0,1.0,0
127227,1.0,1.0,1.0,1.0,0
127228,1.0,1.0,1.0,1.0,0
127229,1.0,1.0,1.0,1.0,0
127230,1.0,1.0,1.0,1.0,0
127231,1.0,1.0,1.0,1.0,0
127232,1.0,1.0,1.0,1.0,0
127233,1.0,1.0,1.0,1.0,0
127234,1.0,1.0,1.0,1.0,0
127235,1.0,1.0,1.0,1.0,0
127236,1.0,1.0,1.0,1.0,0
127237,1.0,1.0,1.0,1.0,0
127238,1.0,1.0,1.0,1.0,0
127239,1.0,1.0,1.0,1.0,0
127240,1.0,1.0,1.0,1.0,0
127241,1.0,1.0,1.0,1.0,0
127242,1.0,1.0,1.0,1.0,0
127243,1.0,1.0,1.0,1.0,0
127244,1.0,0.67,1.0,1.0,0
127245,1.0,1.0,1.0,1.0,0
127246,1.0,1.0,1.0,1.0,0
127247,1.0,1.0,1.0,1.0,0
127248,1.0,1.0,1.0,1.0,0
127249,1.0,1.0,1.0,1.0,0
127250,1.0,1.0,1.0,1.0,0
127251,1.0,1.0,1.0,1.0,0
127252,1.0,1.0,1.0,1.0,0
127253,1.0,1.0,1.0,1.0,0
127254,1.0,1.0,1.0,1.0,0
127255,1.0,1.0,1.0,1.0,0
127256,1.0,1.0,1.0,1.0,0
127257,1.0,1.0,1.0,1.0,0
127258,1.0,0.5,1.0,0.5,0
127259,1.0,1.0,1.0,1.0,0
127260,1.0,1.0,1.0,1.0,0
127261,1.0,0.67,1.0,1.0,0
127262,1.0,1.0,1.0,1.0,0
127263,1.0,1.0,1.0,1.0,0
127264,1.0,1.0,1.0,1.0,0
127265,1.0,1.0,1.0,1.0,0
127266,1.0,1.0,1.0,1.0,0
127267,0.67,0.67,1.0,0.67,0
127268,1.0,1.0,1.0,1.0,0
127269,1.0,1.0,1.0,1.0,0
127270,1.0,1.0,1.0,1.0,0
127271,1.0,1.0,1.0,1.0,0
127272,1.0,1.0,1.0,0.5,0
127273,1.0,0.5,0.5,0.5,0
127274,1.0,1.0,0.5,1.0,0
127275,1.0,1.0,1.0,1.0,0
127276,1.0,1.0,1.0,1.0,0
127277,1.0,1.0,1.0,1.0,0
127278,0.62,0.62,0.62,0.62,0
127279,1.0,1.0,1.0,1.0,0
127280,1.0,1.0,1.0,1.0,0
127281,1.0,1.0,1.0,1.0,0
127282,1.0,1.0,1.0,1.0,0
127283,1.0,1.0,1.0,1.0,0
127284,1.0,1.0,1.0,1.0,0
127285,0.5,1.0,1.0,1.0,0
127286,1.0,1.0,1.0,0.67,0
127287,1.0,1.0,1.0,1.0,0
127288,1.0,1.0,1.0,1.0,0
127289,1.0,1.0,1.0,1.0,0
127290,1.0,1.0,1.0,1.0,0
127291,1.0,1.0,1.0,1.0,0
127292,1.0,1.0,1.0,1.0,0
127293,1.0,1.0,1.0,1.0,0
127294,1.0,1.0,1.0,1.0,0
127295,1.0,1.0,1.0,1.0,0
127296,1.0,1.0,1.0,1.0,0
127297,1.0,0.67,1.0,1.0,0
127298,1.0,1.0,1.0,1.0,0
127299,1.0,1.0,1.0,1.0,0
127300,1.0,1.0,1.0,1.0,0
127301,1.0,1.0,1.0,1.0,0
127302,1.0,1.0,1.0,1.0,0
127303,1.0,1.0,1.0,1.0,0
127304,1.0,1.0,0.5,1.0,0
127305,0.8,1.0,1.0,0.8,0
127306,1.0,1.0,1.0,1.0,0
127307,1.0,1.0,1.0,1.0,0
127308,1.0,1.0,1.0,1.0,0
127309,1.0,1.0,1.0,1.0,0
127310,1.0,0.67,1.0,1.0,0
127311,1.0,1.0,1.0,1.0,0
127312,1.0,1.0,1.0,1.0,0
127313,1.0,1.0,1.0,1.0,0
127314,1.0,1.0,1.0,1.0,0
127315,1.0,1.0,1.0,1.0,0
127316,1.0,1.0,1.0,1.0,0
127317,1.0,1.0,1.0,1.0,0
127318,1.0,1.0,1.0,1.0,0
127319,1.0,1.0,1.0,1.0,0
127320,0.5,0.5,1.0,1.0,0
127321,1.0,1.0,1.0,1.0,0
127322,0.96,0.78,0.97,0.83,0
127323,0.99,0.84,0.73,0.98,0
127324,0.58,0.95,0.85,0.91,0
127325,0.96,0.71,0.98,0.96,0
127326,0.67,0.97,0.58,0.54,0
127327,0.81,0.88,0.98,0.93,0
127328,0.75,0.89,0.98,0.98,0
127329,0.92,0.79,0.83,0.77,0
127330,0.98,0.57,0.93,0.89,0
127331,0.82,0.97,0.97,0.82,0
127332,0.94,0.97,0.79,0.94,0
127333,1.0,0.9,0.97,0.97,0
127334,1.0,0.53,0.83,0.87,0
127335,0.96,0.92,0.54,0.77,0
127336,1.0,1.0,0.85,1.0,0
127337,0.62,0.65,1.0,0.85,0
127338,1.0,0.79,0.79,0.92,0
127339,0.75,0.83,0.92,0.83,0
127340,0.53,0.94,0.94,1.0,0
127341,1.0,0.9,1.0,1.0,0
127342,1.0,0.83,0.89,0.78,0
127343,1.0,0.94,1.0,0.56,0
127344,0.62,0.69,0.94,0.94,0
127345,1.0,0.65,0.65,0.88,0
127346,1.0,0.92,0.92,0.62,0
127347,0.82,0.91,1.0,0.82,0
127348,0.93,0.73,0.67,0.53,0
127349,1.0,0.93,0.79,0.71,0
127350,0.77,0.69,0.85,0.77,0
127351,0.9,1.0,0.6,0.7,0
127352,0.67,0.78,1.0,1.0,0
127353,0.73,0.91,1.0,0.82,0
127354,0.88,0.88,0.75,1.0,0
127355,1.0,1.0,1.0,0.89,0
127356,1.0,0.78,0.78,0.78,0
127357,1.0,1.0,0.67,1.0,0
127358,1.0,1.0,0.88,0.75,0
127359,0.75,1.0,0.62,1.0,0
127360,1.0,0.75,1.0,0.88,0
127361,1.0,1.0,1.0,1.0,0
127362,0.67,1.0,0.83,1.0,0
127363,1.0,1.0,0.86,1.0,0
127364,1.0,0.67,1.0,0.67,0
127365,1.0,1.0,0.83,0.83,0
127366,0.86,1.0,1.0,1.0,0
127367,1.0,1.0,0.86,1.0,0
127368,1.0,0.83,1.0,0.83,0
127369,1.0,0.88,0.62,0.88,0
127370,1.0,1.0,0.86,1.0,0
127371,0.86,1.0,1.0,0.86,0
127372,1.0,1.0,1.0,1.0,0
127373,1.0,1.0,0.8,0.8,0
127374,0.67,1.0,0.67,0.83,0
127375,1.0,1.0,1.0,1.0,0
127376,1.0,1.0,0.57,1.0,0
127377,1.0,0.5,1.0,0.83,0
127378,0.8,1.0,1.0,0.8,0
127379,1.0,0.6,1.0,0.6,0
127380,1.0,0.83,1.0,0.83,0
127381,1.0,1.0,1.0,1.0,0
127382,1.0,1.0,1.0,0.75,0
127383,1.0,1.0,1.0,1.0,0
127384,1.0,1.0,0.83,1.0,0
127385,1.0,1.0,1.0,1.0,0
127386,0.75,1.0,1.0,0.75,0
127387,1.0,0.8,0.8,0.8,0
127388,1.0,0.5,0.75,0.75,0
127389,1.0,1.0,1.0,1.0,0
127390,1.0,1.0,0.83,0.83,0
127391,1.0,1.0,1.0,1.0,0
127392,0.8,1.0,0.8,0.6,0
127393,1.0,0.67,1.0,0.67,0
127394,1.0,1.0,1.0,1.0,0
127395,1.0,0.8,0.8,0.8,0
127396,1.0,1.0,1.0,1.0,0
127397,1.0,1.0,1.0,1.0,0
127398,1.0,1.0,1.0,1.0,0
127399,0.6,0.2,0.6,1.0,0
127400,1.0,1.0,0.75,0.75,0
127401,1.0,0.67,0.67,1.0,0
127402,1.0,1.0,1.0,1.0,0
127403,1.0,1.0,1.0,1.0,0
127404,1.0,0.5,1.0,1.0,0
127405,1.0,1.0,1.0,1.0,0
127406,1.0,1.0,1.0,1.0,0
127407,1.0,1.0,1.0,1.0,0
127408,0.5,0.5,1.0,1.0,0
127409,0.67,1.0,0.67,0.67,0
127410,1.0,1.0,1.0,1.0,0
127411,1.0,1.0,1.0,1.0,0
127412,1.0,1.0,1.0,1.0,0
127413,1.0,1.0,1.0,1.0,0
127414,0.5,0.67,1.0,0.33,0
127415,0.71,1.0,1.0,0.86,0
127416,1.0,1.0,1.0,1.0,0
127417,1.0,1.0,1.0,1.0,0
127418,1.0,0.75,0.75,0.75,0
127419,1.0,1.0,1.0,1.0,0
127420,1.0,1.0,1.0,1.0,0
127421,1.0,1.0,1.0,1.0,0
127422,1.0,0.67,1.0,0.67,0
127423,1.0,1.0,1.0,1.0,0
127424,0.8,0.8,1.0,1.0,0
127425,1.0,1.0,1.0,1.0,0
127426,1.0,1.0,1.0,1.0,0
127427,1.0,1.0,1.0,1.0,0
127428,1.0,1.0,1.0,1.0,0
127429,1.0,1.0,1.0,1.0,0
127430,1.0,1.0,1.0,1.0,0
127431,0.5,1.0,0.5,0.5,0
127432,0.5,1.0,0.5,0.5,0
127433,1.0,1.0,1.0,1.0,0
127434,0.67,0.67,1.0,0.67,0
127435,1.0,1.0,1.0,1.0,0
127436,1.0,1.0,1.0,1.0,0
127437,1.0,1.0,1.0,1.0,0
127438,1.0,1.0,1.0,1.0,0
127439,1.0,1.0,1.0,1.0,0
127440,1.0,0.5,1.0,1.0,0
127441,1.0,1.0,0.5,1.0,0
127442,1.0,1.0,1.0,1.0,0
127443,1.0,1.0,1.0,1.0,0
127444,1.0,1.0,1.0,1.0,0
127445,1.0,1.0,1.0,1.0,0
127446,1.0,1.0,1.0,1.0,0
127447,1.0,1.0,1.0,1.0,0
127448,1.0,1.0,1.0,1.0,0
127449,1.0,1.0,1.0,1.0,0
127450,1.0,1.0,0.5,1.0,0
127451,1.0,1.0,1.0,1.0,0
127452,1.0,0.67,1.0,0.67,0
127453,1.0,1.0,1.0,1.0,0
127454,1.0,1.0,1.0,1.0,0
127455,0.77,0.61,0.97,0.88,0
127456,0.97,0.75,0.92,0.83,0
127457,0.98,0.73,0.93,0.96,0
127458,0.99,0.9,0.56,0.96,0
127459,0.93,0.59,0.98,0.96,0
127460,0.96,0.66,0.98,0.91,0
127461,0.96,0.74,0.97,0.9,0
127462,0.94,0.9,0.93,0.69,0
127463,0.93,0.72,0.92,0.69,0
127464,0.81,0.93,0.86,0.91,0
127465,0.94,0.89,0.81,0.79,0
127466,0.7,0.89,0.75,0.88,0
127467,0.98,0.89,0.98,0.98,0
127468,0.94,0.82,0.97,0.92,0
127469,0.89,0.98,0.56,0.36,0
127470,0.59,0.94,0.98,0.94,0
127471,0.95,0.95,0.86,0.7,0
127472,0.95,0.73,0.98,0.76,0
127473,0.83,0.92,0.78,0.85,0
127474,0.81,0.57,0.53,0.43,0
127475,0.78,0.61,0.78,0.61,0
127476,1.0,1.0,0.59,1.0,0
127477,0.55,0.92,0.5,0.83,0
127478,1.0,0.68,0.7,0.98,0
127479,1.0,1.0,1.0,1.0,0
127480,0.88,1.0,0.97,0.91,0
127481,0.96,0.67,0.96,0.96,0
127482,0.95,0.82,0.82,0.91,0
127483,0.92,1.0,0.96,0.96,0
127484,0.59,0.59,1.0,1.0,0
127485,1.0,0.96,0.96,0.56,0
127486,0.96,0.64,0.84,0.8,0
127487,1.0,0.58,0.95,0.95,0
127488,1.0,0.71,1.0,0.71,0
127489,1.0,0.96,1.0,0.71,0
127490,0.65,0.82,1.0,1.0,0
127491,0.95,0.6,0.95,0.55,0
127492,1.0,0.76,1.0,1.0,0
127493,1.0,0.67,1.0,0.67,0
127494,0.87,0.8,0.8,0.73,0
127495,0.88,0.94,0.94,0.69,0
127496,0.42,0.55,0.96,0.92,0
127497,0.67,0.93,1.0,0.93,0
127498,0.94,0.88,1.0,0.94,0
127499,0.85,0.92,0.85,0.85,0
127500,1.0,0.57,0.93,0.93,0
127501,0.93,0.47,1.0,1.0,0
127502,0.69,0.85,0.62,0.92,0
127503,0.92,1.0,1.0,1.0,0
127504,1.0,1.0,0.92,0.75,0
127505,0.81,0.5,0.81,0.94,0
127506,0.91,1.0,0.91,0.82,0
127507,1.0,0.53,0.94,0.53,0
127508,0.83,0.92,1.0,1.0,0
127509,0.91,0.73,0.91,0.73,0
127510,1.0,0.83,0.89,1.0,0
127511,0.85,0.85,0.54,0.85,0
127512,0.85,1.0,1.0,1.0,0
127513,1.0,1.0,1.0,1.0,0
127514,0.64,1.0,1.0,1.0,0
127515,0.92,0.83,0.75,0.83,0
127516,0.87,0.87,0.93,0.8,0
127517,0.8,1.0,1.0,1.0,0
127518,0.91,0.91,0.91,1.0,0
127519,0.91,0.45,1.0,1.0,0
127520,1.0,1.0,1.0,1.0,0
127521,1.0,0.86,1.0,1.0,0
127522,1.0,1.0,1.0,1.0,0
127523,1.0,0.6,1.0,1.0,0
127524,0.6,0.9,1.0,0.5,0
127525,1.0,0.58,0.75,0.58,0
127526,1.0,0.67,1.0,1.0,0
127527,0.9,1.0,0.9,0.7,0
127528,1.0,1.0,1.0,0.77,0
127529,0.89,0.56,0.56,1.0,0
127530,0.89,1.0,1.0,1.0,0
127531,1.0,1.0,0.89,1.0,0
127532,1.0,1.0,0.71,1.0,0
127533,1.0,1.0,1.0,0.88,0
127534,1.0,0.91,0.91,0.91,0
127535,1.0,0.6,0.56,0.4,0
127536,1.0,0.78,0.78,0.56,0
127537,0.53,0.8,0.8,0.73,0
127538,0.57,0.86,1.0,1.0,0
127539,0.5,0.67,0.5,1.0,0
127540,0.88,1.0,1.0,0.88,0
127541,1.0,0.56,1.0,1.0,0
127542,1.0,1.0,0.5,0.5,0
127543,1.0,1.0,0.86,1.0,0
127544,1.0,0.88,1.0,0.88,0
127545,1.0,1.0,1.0,1.0,0
127546,0.9,0.8,0.8,1.0,0
127547,1.0,0.9,1.0,1.0,0
127548,0.9,1.0,1.0,0.9,0
127549,1.0,0.62,0.69,0.69,0
127550,0.71,0.86,1.0,0.86,0
127551,0.67,1.0,0.67,1.0,0
127552,1.0,0.67,1.0,1.0,0
127553,0.67,1.0,1.0,1.0,0
127554,1.0,1.0,1.0,1.0,0
127555,0.75,1.0,1.0,1.0,0
127556,0.67,0.83,0.83,0.83,0
127557,0.86,0.71,1.0,0.86,0
127558,1.0,0.83,1.0,0.67,0
127559,1.0,1.0,0.75,0.75,0
127560,1.0,1.0,1.0,0.6,0
127561,0.6,1.0,0.6,1.0,0
127562,0.83,0.83,1.0,0.83,0
127563,0.75,1.0,1.0,0.75,0
127564,0.8,0.8,0.8,1.0,0
127565,1.0,0.67,0.67,0.67,0
127566,0.83,1.0,1.0,1.0,0
127567,0.83,1.0,1.0,1.0,0
127568,1.0,1.0,1.0,1.0,0
127569,1.0,1.0,1.0,0.8,0
127570,1.0,0.8,0.8,0.8,0
127571,1.0,1.0,1.0,1.0,0
127572,0.6,1.0,1.0,0.6,0
127573,1.0,1.0,1.0,1.0,0
127574,0.75,0.75,0.75,1.0,0
127575,1.0,1.0,0.71,1.0,0
127576,1.0,1.0,1.0,1.0,0
127577,0.75,1.0,0.75,0.5,0
127578,1.0,1.0,0.67,1.0,0
127579,0.75,1.0,0.75,1.0,0
127580,1.0,1.0,1.0,1.0,0
127581,0.5,0.67,1.0,0.83,0
127582,0.71,1.0,1.0,1.0,0
127583,1.0,0.67,1.0,1.0,0
127584,1.0,0.75,0.75,1.0,0
127585,1.0,1.0,0.6,1.0,0
127586,0.83,0.67,0.5,0.83,0
127587,0.67,1.0,0.67,0.67,0
127588,1.0,1.0,1.0,0.67,0
127589,1.0,1.0,1.0,1.0,0
127590,1.0,1.0,0.67,1.0,0
127591,1.0,1.0,1.0,1.0,0
127592,1.0,0.67,0.67,1.0,0
127593,1.0,0.67,0.67,0.67,0
127594,1.0,1.0,1.0,1.0,0
127595,1.0,1.0,1.0,1.0,0
127596,1.0,0.75,1.0,0.75,0
127597,1.0,1.0,1.0,1.0,0
127598,0.8,0.6,1.0,1.0,0
127599,0.75,1.0,1.0,1.0,0
127600,1.0,1.0,1.0,1.0,0
127601,0.67,1.0,1.0,0.67,0
127602,0.67,1.0,1.0,1.0,0
127603,1.0,1.0,0.67,0.67,0
127604,1.0,1.0,1.0,1.0,0
127605,1.0,1.0,1.0,1.0,0
127606,1.0,1.0,1.0,1.0,0
127607,1.0,0.67,1.0,1.0,0
127608,0.86,1.0,1.0,0.86,0
127609,0.67,0.67,0.67,0.67,0
127610,1.0,1.0,1.0,1.0,0
127611,1.0,1.0,1.0,0.5,0
127612,1.0,0.75,0.75,1.0,0
127613,0.5,1.0,1.0,1.0,0
127614,1.0,1.0,1.0,1.0,0
127615,1.0,1.0,1.0,1.0,0
127616,1.0,1.0,0.67,1.0,0
127617,1.0,1.0,1.0,1.0,0
127618,1.0,1.0,1.0,1.0,0
127619,1.0,1.0,1.0,1.0,0
127620,1.0,1.0,0.5,1.0,0
127621,1.0,1.0,1.0,1.0,0
127622,1.0,1.0,1.0,1.0,0
127623,1.0,1.0,1.0,1.0,0
127624,1.0,1.0,1.0,1.0,0
127625,0.5,1.0,1.0,0.5,0
127626,1.0,1.0,1.0,1.0,0
127627,0.5,0.5,0.5,1.0,0
127628,1.0,1.0,0.5,0.5,0
127629,1.0,1.0,1.0,1.0,0
127630,1.0,1.0,1.0,1.0,0
127631,1.0,1.0,1.0,1.0,0
127632,1.0,1.0,1.0,1.0,0
127633,1.0,1.0,1.0,1.0,0
127634,1.0,1.0,0.75,1.0,0
127635,1.0,1.0,1.0,0.5,0
127636,1.0,0.6,0.8,0.8,0
127637,1.0,1.0,1.0,1.0,0
127638,1.0,1.0,1.0,1.0,0
127639,1.0,1.0,1.0,1.0,0
127640,1.0,1.0,1.0,1.0,0
127641,1.0,0.5,1.0,1.0,0
127642,1.0,1.0,1.0,1.0,0
127643,1.0,0.5,1.0,1.0,0
127644,1.0,1.0,1.0,1.0,0
127645,1.0,1.0,1.0,1.0,0
127646,1.0,1.0,1.0,1.0,0
127647,1.0,1.0,1.0,1.0,0
127648,0.5,1.0,1.0,0.5,0
127649,1.0,1.0,1.0,1.0,0
127650,1.0,1.0,1.0,1.0,0
127651,1.0,1.0,1.0,1.0,0
127652,1.0,1.0,1.0,1.0,0
127653,1.0,1.0,1.0,1.0,0
127654,1.0,1.0,1.0,1.0,0
127655,1.0,1.0,1.0,1.0,0
127656,1.0,1.0,1.0,1.0,0
127657,1.0,1.0,1.0,1.0,0
127658,1.0,1.0,1.0,1.0,0
127659,1.0,1.0,1.0,1.0,0
127660,1.0,1.0,1.0,1.0,0
127661,1.0,1.0,1.0,1.0,0
127662,1.0,1.0,1.0,1.0,0
127663,1.0,1.0,1.0,1.0,0
127664,1.0,1.0,1.0,1.0,0
127665,1.0,1.0,1.0,1.0,0
127666,0.96,0.93,0.86,0.64,0
127667,1.0,1.0,1.0,1.0,0
127668,1.0,1.0,1.0,1.0,0
127669,1.0,1.0,1.0,1.0,0
127670,1.0,1.0,1.0,1.0,0
127671,1.0,1.0,1.0,1.0,0
127672,1.0,1.0,1.0,1.0,0
127673,1.0,1.0,1.0,1.0,0
127674,1.0,1.0,1.0,1.0,0
127675,1.0,1.0,1.0,1.0,0
127676,1.0,1.0,1.0,1.0,0
127677,1.0,0.5,1.0,0.5,0
127678,1.0,1.0,1.0,1.0,0
127679,1.0,1.0,1.0,1.0,0
127680,1.0,0.83,0.67,0.67,0
127681,1.0,1.0,1.0,1.0,0
127682,1.0,1.0,1.0,1.0,0
127683,1.0,1.0,1.0,1.0,0
127684,1.0,1.0,1.0,1.0,0
127685,1.0,1.0,1.0,1.0,0
127686,1.0,1.0,1.0,1.0,0
127687,1.0,1.0,1.0,1.0,0
127688,1.0,1.0,1.0,1.0,0
127689,1.0,1.0,1.0,1.0,0
127690,1.0,0.56,1.0,1.0,0
127691,1.0,1.0,1.0,1.0,0
127692,0.6,0.8,0.9,0.8,0
127693,1.0,1.0,1.0,1.0,0
127694,1.0,1.0,1.0,1.0,0
127695,1.0,1.0,1.0,1.0,0
127696,0.96,0.95,0.89,0.88,0
127697,0.84,0.68,0.62,0.74,0
127698,0.94,1.0,0.94,0.71,0
127699,0.54,0.77,0.74,0.69,0
127700,0.94,0.94,0.94,0.71,0
127701,0.57,1.0,0.93,0.89,0
127702,0.96,0.87,0.74,1.0,0
127703,0.96,0.92,0.96,0.92,0
127704,0.72,0.78,0.89,0.83,0
127705,1.0,0.88,0.82,0.88,0
127706,0.59,0.71,0.71,0.71,0
127707,1.0,0.69,0.69,0.92,0
127708,0.92,0.85,0.62,1.0,0
127709,1.0,1.0,1.0,0.64,0
127710,0.9,0.9,1.0,0.9,0
127711,1.0,1.0,1.0,0.8,0
127712,0.88,1.0,1.0,1.0,0
127713,1.0,1.0,1.0,0.88,0
127714,0.43,0.57,0.93,0.93,0
127715,1.0,1.0,1.0,1.0,0
127716,0.62,0.85,0.92,0.69,0
127717,1.0,1.0,0.9,0.8,0
127718,0.88,0.62,0.62,0.62,0
127719,0.86,0.86,0.86,0.86,0
127720,1.0,1.0,1.0,1.0,0
127721,1.0,0.83,1.0,0.83,0
127722,1.0,0.67,0.83,1.0,0
127723,1.0,1.0,1.0,0.8,0
127724,0.8,1.0,1.0,1.0,0
127725,1.0,1.0,1.0,0.67,0
127726,1.0,0.8,0.8,1.0,0
127727,1.0,1.0,1.0,0.8,0
127728,1.0,1.0,1.0,1.0,0
127729,1.0,1.0,1.0,1.0,0
127730,0.83,1.0,0.83,0.67,0
127731,0.8,1.0,1.0,0.8,0
127732,0.5,0.5,0.5,0.5,0
127733,1.0,1.0,1.0,1.0,0
127734,1.0,1.0,0.67,1.0,0
127735,1.0,1.0,1.0,1.0,0
127736,1.0,1.0,0.67,1.0,0
127737,1.0,1.0,1.0,1.0,0
127738,1.0,1.0,1.0,1.0,0
127739,1.0,0.5,1.0,1.0,0
127740,1.0,1.0,1.0,1.0,0
127741,1.0,0.8,0.8,0.8,0
127742,1.0,1.0,0.75,1.0,0
127743,0.5,1.0,0.5,0.5,0
127744,1.0,1.0,1.0,1.0,0
127745,1.0,1.0,1.0,1.0,0
127746,1.0,1.0,1.0,1.0,0
127747,1.0,1.0,1.0,0.67,0
127748,1.0,1.0,1.0,1.0,0
127749,1.0,1.0,1.0,1.0,0
127750,1.0,1.0,1.0,1.0,0
127751,1.0,1.0,1.0,1.0,0
127752,1.0,1.0,1.0,1.0,0
127753,1.0,1.0,1.0,1.0,0
127754,1.0,1.0,1.0,1.0,0
127755,1.0,1.0,1.0,1.0,0
127756,1.0,1.0,1.0,1.0,0
127757,0.77,0.95,0.71,0.87,0
127758,0.96,0.87,0.95,0.91,0
127759,0.97,0.99,0.85,0.99,0
127760,0.54,0.93,0.99,0.98,0
127761,0.95,0.9,0.68,0.97,0
127762,0.92,0.73,0.95,0.78,0
127763,0.62,0.93,0.7,0.94,0
127764,0.97,0.7,0.91,0.97,0
127765,0.98,0.81,0.96,0.98,0
127766,0.73,0.76,0.71,0.96,0
127767,0.8,0.99,0.54,0.99,0
127768,0.79,0.98,0.8,0.98,0
127769,0.44,1.0,0.93,0.65,0
127770,0.74,0.81,0.91,0.95,0
127771,0.88,0.56,0.66,0.56,0
127772,0.99,0.78,0.95,0.92,0
127773,0.91,0.82,1.0,0.98,0
127774,0.98,0.9,0.8,0.67,0
127775,0.99,0.92,0.97,0.84,0
127776,0.99,0.98,0.5,0.94,0
127777,0.82,0.8,0.82,0.97,0
127778,0.96,0.95,0.94,0.98,0
127779,0.99,0.86,0.96,1.0,0
127780,0.8,0.81,0.93,0.88,0
127781,1.0,0.93,0.99,0.99,0
127782,0.68,0.96,0.99,0.59,0
127783,0.92,0.62,0.94,0.97,0
127784,0.99,0.97,0.97,0.57,0
127785,0.91,0.83,0.81,0.8,0
127786,0.82,0.52,0.74,0.92,0
127787,0.62,1.0,0.77,0.83,0
127788,0.87,0.98,0.55,0.96,0
127789,0.75,0.58,0.8,1.0,0
127790,0.57,0.88,1.0,0.57,0
127791,1.0,0.75,0.92,0.81,0
127792,0.92,0.98,0.96,0.96,0
127793,0.51,1.0,0.98,0.98,0
127794,0.98,0.82,0.78,0.78,0
127795,1.0,0.62,0.83,1.0,0
127796,0.98,0.84,0.84,0.72,0
127797,0.98,0.78,0.85,0.83,0
127798,0.86,0.73,0.81,0.78,0
127799,0.69,0.79,0.97,0.95,0
127800,1.0,0.97,0.82,0.97,0
127801,0.89,0.87,0.89,1.0,0
127802,0.79,0.72,0.86,0.95,0
127803,0.98,0.88,1.0,0.59,0
127804,0.89,0.64,0.64,0.86,0
127805,0.97,0.76,0.95,0.65,0
127806,0.98,0.95,0.88,0.9,0
127807,1.0,0.57,0.51,0.97,0
127808,0.97,0.9,0.9,0.64,0
127809,1.0,0.93,0.6,0.93,0
127810,0.83,0.9,0.83,0.97,0
127811,0.94,0.64,0.88,0.67,0
127812,0.97,0.86,1.0,1.0,0
127813,0.58,0.5,1.0,0.39,0
127814,0.89,0.83,0.97,0.89,0
127815,0.96,0.94,0.84,0.98,0
127816,1.0,0.59,1.0,0.96,0
127817,0.96,0.96,0.79,0.71,0
127818,0.96,1.0,0.96,1.0,0
127819,1.0,0.89,0.93,1.0,0
127820,0.61,1.0,0.64,0.39,0
127821,0.92,0.88,1.0,1.0,0
127822,0.76,0.96,1.0,0.84,0
127823,0.95,0.55,0.95,1.0,0
127824,1.0,0.96,0.92,0.96,0
127825,0.95,0.55,1.0,0.5,0
127826,0.96,0.92,0.92,1.0,0
127827,0.82,0.82,0.86,0.64,0
127828,0.81,0.81,1.0,0.9,0
127829,1.0,0.68,1.0,1.0,0
127830,0.68,0.45,0.95,1.0,0
127831,1.0,0.71,1.0,1.0,0
127832,1.0,0.76,1.0,1.0,0
127833,0.95,1.0,0.95,0.71,0
127834,0.8,0.85,1.0,0.9,0
127835,0.89,1.0,1.0,1.0,0
127836,0.9,0.9,0.65,0.95,0
127837,1.0,0.95,0.79,0.89,0
127838,0.78,0.78,1.0,0.96,0
127839,0.72,0.94,0.61,1.0,0
127840,1.0,0.95,0.95,0.95,0
127841,0.9,0.95,0.95,0.65,0
127842,0.81,0.86,1.0,1.0,0
127843,0.94,0.67,0.94,1.0,0
